序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202209) ,净利润(202209),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
117,000525,ST红太阳,南京红太阳股份有限公司,江苏,南京市,53.74亿,9.37亿,3117,1993-10-28,--,,农药,中间体、除草剂、杀虫剂、杀菌剂、农药制剂,原药和制剂产品的生产销售、化肥生态肥的销售。
118,000526,学大教育,学大(厦门)教育科技集团股份有限公司,福建,厦门市,14.67亿,624.79万,6713,1993-11-01,--,,教育培训,教育培训服务、房屋租赁、设备租赁,教育培训服务。
119,000528,柳工,广西柳工机械股份有限公司,广西,柳州市,200.34亿,6.09亿,17122,1993-11-18,--,,工程机械,土石方机械、其他工程机械及配件、融资租赁,工程机械及关键零部件的研发、生产、销售和服务。
120,000529,广弘控股,广东广弘控股股份有限公司,广东,广州市,26.70亿,7.62亿,1675,1993-11-18,--,,肉制品,食品板块、农牧板块、教育板块,食品冷藏、物流配送、畜禽养殖和食品加工；图书、电子出版物总发行、销售。
121,000530,冰山冷热,冰山冷热科技股份有限公司,辽宁,大连市,20.44亿,1088.83万,2485,1993-12-08,--,,制冷空调设备,制冷空调设备,工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。
122,000531,穗恒运A,广州恒运企业集团股份有限公司,广东,广州市,29.45亿,4987.84万,1230,1994-01-06,--,,火电,电力、房地产、环保及其他、蒸汽,电力、热力的生产和销售。
123,000532,华金资本,珠海华金资本股份有限公司,广东,珠海市,5.22亿,1.35亿,376,1994-01-03,--,,电子零部件,电子设备制造业、电子器件制造业、公共设施服务业、投资与管理、医疗器械业,投资与管理、电子设备制造、电子器件制造、水质净化、医疗器械。
124,000533,顺钠股份,广东顺钠电气股份有限公司,广东,佛山市,12.37亿,3067.33万,1245,1994-01-03,--,,厨卫电器,输配电设备业务、大宗商品贸易及供应链管理,输配电设备业务、大宗商品贸易及供应链管理业务。
125,000534,万泽股份,万泽实业股份有限公司,广东,汕头市,5.81亿,9855.78万,1221,1994-01-10,--,,房地产开发,微生态活菌产品、高温合金,微生态活菌产品、高温合金及其制品的研发、生产及销售。
126,000536,华映科技,华映科技(集团)股份有限公司,福建,福州市,20.32亿,-7.61亿,3150,1993-11-26,--,,显示器件,模组、盖板玻璃、面板,显示模组业务、盖板玻璃业务、面板业务。
127,000537,广宇发展,天津中绿电投资股份有限公司,天津,天津市,26.39亿,6.99亿,1519,1993-12-10,--,,房地产开发,房地产开发、宾馆酒店服务、经营租赁、物业服务,"风能和太阳能投资,开发,运营。"
128,000538,云南白药,云南白药集团股份有限公司,云南,昆明市,269.16亿,21.40亿,8464,1993-12-15,--,,中药生产,工业产品(自制)、批发零售、农产品、其他服务,自制工业品的研发、生产和销售，以及药品批发零售业务。
129,000539,粤电力A,广东电力发展股份有限公司,广东,广州市,394.86亿,-26.06亿,8741,1993-11-26,--,,火电,售电、蒸气、粉煤灰综合利用、销售材料、劳务,电力项目的投资、建设和经营管理，电力的生产和销售业务。
130,000540,中天金融,中天金融集团股份有限公司,贵州,贵阳市,106.70亿,-57.09亿,5129,1994-02-02,--,,房地产开发,地产业务、金融业务,房地产、证券、保险等业务。
131,000541,佛山照明,佛山电器照明股份有限公司,广东,佛山市,64.10亿,3.22亿,9287,1993-11-23,--,,照明设备,LED照明、传统照明、机动车灯具、开关、插座,研发、生产、销售高品质的绿色节能照明产品和机动车车灯产品、电工产品，并为客户提供整套的照明、电工解决方案和机动车车灯设计方案。
132,000543,皖能电力,安徽省皖能股份有限公司,安徽,合肥市,185.16亿,3.63亿,3585,1993-12-20,--,,火电,电力、供热、煤炭、运输,电力、节能及相关项目投资、经营。
133,000544,中原环保,中原环保股份有限公司,河南,郑州市,42.40亿,4.48亿,1757,1993-12-08,--,,污水处理,污水处理、供热销售、工程施工及管理,供水、城镇污水处理、农村污水治理、污泥处置、中水利用、集中供热、建筑垃圾资源化处置利用、环保设备制造、光伏发电、市政建设、园林绿化、水环境综合治理及技术研发等。
134,000545,金浦钛业,金浦钛业股份有限公司,吉林,吉林市,19.29亿,2346.40万,1044,1993-12-15,--,,其他化学原料,钛白粉,钛白粉生产及销售。
135,000546,金圆股份,金圆环保股份有限公司,吉林,长春市,43.87亿,1.30亿,2940,1993-12-15,--,,水泥,建材、环保、新材料,水泥、辅料及水泥制品生产、销售，建筑材料制作及技术服务。
136,000547,航天发展,航天工业发展股份有限公司,福建,福州市,24.70亿,2.10亿,2917,1993-11-30,--,,通信传输设备,数字蓝军与蓝军装备产品、海洋信息装备产品、新一代通信与指控装备产品、网络空间安全产品、微系统产品,以电子信息科技为主业，致力于军用、民用产业领域。
137,000548,湖南投资,湖南投资集团股份有限公司,湖南,长沙市,2.45亿,2360.46万,820,1993-12-20,--,,高速公路,高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发,高速公路建设运营、资产管理和物业服务、酒店投资经营、城市综合体投资开发。
138,000550,江铃汽车,江铃汽车股份有限公司,江西,南昌市,220.32亿,6.79亿,12930,1993-12-01,--,,商用车,商用车、SUV、相关零部件,生产和销售商用车、SUV以及相关的零部件。
139,000551,创元科技,创元科技股份有限公司,江苏,苏州市,30.53亿,1.99亿,2798,1994-01-06,--,,综合,设备及工程、输变电高压瓷绝缘子、精密轴承、测绘仪器、磨具磨料、贸易、服务,洁净环保设备、高压电瓷、轴承滚针、测绘仪器、磨具磨料、代理出口贸易等。
140,000552,靖远煤电,甘肃靖远煤电股份有限公司,甘肃,白银市,42.85亿,7.10亿,12361,1994-01-06,--,,煤炭开采洗选,煤炭、发电,煤炭开采和销售。
141,000553,安道麦A,安道麦股份有限公司,湖北,荆州市,280.78亿,7.68亿,9208,1993-12-03,--,,农药,除草剂、杀虫剂、杀菌剂,非专利作物保护产品的开发、生产及销售
142,000554,泰山石油,中国石化山东泰山石油股份有限公司,山东,泰安市,25.09亿,735.04万,1135,1993-12-15,--,,石油天然气贸易,汽油、柴油、天然气,主要从事成品油批发零售业务以及非油品业务。
143,000555,神州信息,神州数码信息服务股份有限公司,广东,深圳市,71.75亿,1.06亿,13361,1994-04-08,--,,其他软件服务,系统集成、软件开发及技术服务,技术服务、农业信息化、应用软件开发、金融专用设备相关业务及集成解决方案。
144,000557,西部创业,宁夏西部创业实业股份有限公司,宁夏,银川市,16.34亿,2.27亿,1111,1994-06-17,--,,铁路运输,货运、住宿餐饮、葡萄酒,铁路运输、供应链服务、葡萄酒销售。
145,000558,莱茵体育,莱茵达体育发展股份有限公司,浙江,杭州市,5862.66万,-1972.80万,60,1994-05-09,--,,体育运营,体育运营、房地产销售及租赁、能源及贸易销售,体育运营、房地产销售及租赁、能源及贸易销售
146,000559,万向钱潮,万向钱潮股份公司,浙江,杭州市,111.09亿,6.25亿,9101,1994-01-10,--,,汽车零部件,汽车零部件、钢材、铁合金,汽车零部件及相关机电产品的开发、制造和销售。
147,000560,我爱我家,我爱我家控股集团股份有限公司,云南,昆明市,88.85亿,-2.75亿,50493,1994-02-02,--,,百货,资产管理、经纪业务、新房业务、商品销售、商业租赁及服务、房地产开发、物业服务、旅游服务,包含房地产经纪服务、房屋资产管理、商业资产管理。
148,000561,烽火电子,陕西烽火电子股份有限公司,陕西,宝鸡市,8.26亿,-353.25万,2889,1994-05-09,--,,通信终端设备,短波通信设备、超短波通信设备、航空搜救定位设备、车机内音频控制系统、电声器材,从事通信装备及电声器材的科研、生产、销售。
149,000563,陕国投A,陕西省国际信托股份有限公司,陕西,西安市,12.71亿,6.14亿,631,1994-01-10,--,,信托,金融信托业务,信托业务、固有业务和投资顾问等中介业务。
150,000564,ST大集,供销大集集团股份有限公司,陕西,西安市,10.20亿,2.70亿,3031,1994-01-10,--,,百货,批发零售连锁经营商业业务、地产业务、金融业务,城乡商品流通综合服务运营。
151,000565,渝三峡A,重庆三峡油漆股份有限公司,重庆,重庆市,3.51亿,8622.81万,913,1994-04-08,--,,涂料涂漆,油漆产品,油漆涂料的生产销售。
152,000566,海南海药,海南海药股份有限公司,海南,海口市,14.74亿,-4980.98万,2589,1994-05-25,--,,化学制剂,抗生素系列、胃肠道用药系列、抗肿瘤药系列、人工耳蜗系列、原料药及其中间体系列,药品及医疗器械研发、生产和销售。
153,000567,海德股份,海南海德资本管理股份有限公司,海南,海口市,7.86亿,5.43亿,66,1994-05-25,--,,其他非银行金融,资产管理,不良资产收购处置类业务、不良资产收购重组类业务、不良资产ABS业务以及事务管理类业务。
154,000568,泸州老窖,泸州老窖股份有限公司,四川,泸州市,175.25亿,82.69亿,3434,1994-05-09,--,,白酒,白酒,“国窖1573”、“泸州老窖”等系列白酒的研发、生产和销售。
155,000570,苏常柴A,常柴股份有限公司,江苏,常州市,17.24亿,1.37亿,2764,1994-07-01,--,,内燃机,柴油机、汽油机,从事“常柴”牌柴油机及“常柴罗宾”牌汽油机的研发、生产及销售。
156,000571,ST大洲,新大洲控股股份有限公司,海南,海口市,10.52亿,2.40亿,3030,1994-05-25,--,,煤炭开采洗选,食品、煤炭、物流运输,煤炭采掘、牛肉食品、物流的经营。
157,000572,海马汽车,海马汽车股份有限公司,海南,海口市,17.53亿,-2.17亿,2207,1994-08-08,--,,乘用车,整车、配件销售、劳务,汽车制造及服务。
158,000573,粤宏远A,东莞宏远工业区股份有限公司,广东,东莞市,7.60亿,4147.31万,252,1994-08-15,--,,房地产开发,出租、售楼、水电、煤、废旧铅蓄电池回收,房地产开发。
159,000576,甘化科工,广东甘化科工股份有限公司,广东,江门市,2.95亿,7355.02万,326,1994-09-07,--,,造纸,军工业务、食糖贸易,食糖贸易业务和电源产品、预制破片等军工产品的研发、生产、销售。
160,000581,威孚高科,无锡威孚高科技集团股份有限公司,江苏,无锡市,100.95亿,15.96亿,5340,1998-09-24,--,,汽车零部件,汽车燃油喷射系统、汽车后处理系统、进气系统,汽车核心零部件产品的研发、生产和销售。
161,000582,北部湾港,北部湾港股份有限公司,广西,南宁市,45.54亿,8.54亿,8378,1995-11-02,--,,港口,装卸堆存、拖轮及港务管理、物流代理业务、理货业务,为客户提供集装箱和散杂货的港口装卸、堆存及船舶港口等服务。
162,000584,哈工智能,江苏哈工智能机器人股份有限公司,江苏,无锡市,10.19亿,-5.33亿,1253,1995-11-28,--,,氨纶,高端装备制造、机器人一站式平台、房地产,智能制造。
163,000585,东电退,东北电气发展股份有限公司,海南,海口市,6844.70万,-1806.48万,416,1995-12-13,--,,其他输变电设备,封闭母线、酒店餐饮住宿业,输变电设备相关产品的研发、设计、生产和销售及酒店餐饮和住宿业务。
164,000586,汇源通信,四川汇源光通信股份有限公司,四川,成都市,3.09亿,2011.40万,458,1995-12-20,--,,通信传输设备,光缆产品、通信工程服务,"通信光纤和电力光缆,在线监测,塑料光纤,通信工程施工和高速机电工程。"
165,000587,*ST金洲,金洲慈航集团股份有限公司,黑龙江,伊春市,6215.23万,-5500.67万,43,1996-04-25,--,,珠宝首饰,黄金类业务、铂金类业务、白银类业务、镶嵌类业务、18K金饰品、工艺美术品、融资租赁业务、短融业务、保理业务,黄金珠宝首饰研发设计、加工制造、批发零售及品牌加盟，融资租赁。
166,000589,贵州轮胎,贵州轮胎股份有限公司,贵州,贵阳市,62.52亿,2.57亿,6174,1996-03-08,--,,轮胎,轮胎,商用轮胎研发、生产及销售。
167,000590,启迪药业,启迪药业集团股份公司,湖南,衡阳市,3.72亿,1582.32万,1309,1996-01-19,--,,中药生产,中成药、西药制剂,研究、开发中国中药传统秘方、验方和西药制剂，生产古汉养生精（口服液、片剂）、养心定悸颗粒、健肾壮腰丸等中成药以及大容量注射剂、原料药、五维赖氨酸口服溶液等西药制剂。
